ID,Round,Block,BlockName,BlockID,Group,Question,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Comment
243,1,9,Лексика (вставить слово),18,3,Your … to this matter will be greatly appreciated. , attention , approval , support,,,A,
244,1,9,Лексика (вставить слово),19,3,I am writing in … with our next monthly meeting. , response , reply , connection ,,,C,
245,1,9,Лексика (вставить слово),20,3,I would be grateful … further information. , receiving , to receive , receive ,,,B,
246,1,9,Лексика (вставить слово),21,3,Any help you can provide will be … . , gratifying , grateful , appreciated ,,,C,
247,1,9,Лексика (вставить слово),22,3,I regret to … you that I cannot attend the meeting. , say , inform , reply ,,,B,
248,1,9,Лексика (вставить слово),23,3,Do not … to contact me if you have further questions. , avoid , bother , hesitate ,,,C,
249,1,9,Лексика (вставить слово),24,3,I give your proposal my wholehearted … . , approval , sustenance , approbation ,,,A,
250,1,9,Лексика (вставить слово),25,3,I would appreciate your … attention to this matter. , prompt , soon , fast,,,A,
251,1,10,Лексика (подобрать синоним или определение),1,3,The committee failed to make any <i>headway<i>. , profit , progress , agreement,,,B,
252,1,10,Лексика (подобрать синоним или определение),2,3,Our position was <i>undermined<i> by the opposite party. , conspired , splintered , weakened,,,C,
253,1,10,Лексика (подобрать синоним или определение),3,3,She <i>utterly<i> misrepresented their position. , completely , purposely , surprisingly,,,A,
254,1,10,Лексика (подобрать синоним или определение),4,3,He doesn’t <i>perceive<i> all the consequences of his actions. , accept , understand , admit,,,B,
255,1,10,Лексика (подобрать синоним или определение),5,3,There has been a <i>protracted<i> discussion over the issue. , explosive , heated , lengthy,,,C,
256,1,10,Лексика (подобрать синоним или определение),6,3,She paid the delivery man <i>grudgingly<i>. , generously , unwillingly , quickly,,,B,
257,1,10,Лексика (подобрать синоним или определение),7,3,One thing was sure; the future looked <i>bleak<i>. , discouraging , spoiled , promising,,,A,
258,1,10,Лексика (подобрать синоним или определение),8,3,The plans for reorganization were <i>acclaimed<i> by the employees. , criticized , praised , accepted,,,B,
259,1,10,Лексика (подобрать синоним или определение),9,3,Is he good at <i>solving<i> problems? , dealing with , deciding , coping,,,A,
260,1,10,Лексика (подобрать синоним или определение),10,3,We’ve bought a new <i>stove<i> recently. , cook , cooker , plant,,,B,
261,1,10,Лексика (подобрать синоним или определение),11,3,She was <i>vague<i> about her plans. , definite , plain , uncertain,,,C,
262,1,10,Лексика (подобрать синоним или определение),12,3,The kids <i>seemed<i> to be sleeping. , emerged , appeared , thought,,,B,
263,1,10,Лексика (подобрать синоним или определение),13,3,The journey was <i>very tiring<i>. , exhausted , exasperating , exhausting,,,C,
264,1,10,Лексика (подобрать синоним или определение),14,3,The criminal was sent to <i>prison<i>. , janitor , jail , jet,,,B,
265,1,10,Лексика (подобрать синоним или определение),15,3,John is a real <i>underdog<i>. , winner , failure , pet,,,B,
266,1,10,Лексика (подобрать синоним или определение),16,3,Tim failed <i>to accomplish<i> the task. , to fulfil , to enlist , to designate,,,A,
267,1,10,Лексика (подобрать синоним или определение),17,3,He couldn’t put up with<i> it any longer. , remember , bear , explain,,,B,
268,1,10,Лексика (подобрать синоним или определение),18,3,movement of people or cars along the street , traffic , vehicle , transport,,,A,
269,1,10,Лексика (подобрать синоним или определение),19,3,not able to walk normally because of injury or defect , dumb , humpy , lame,,,C,
270,1,10,Лексика (подобрать синоним или определение),20,3,to give somebody hope and confidence , to encourage , to encroach , to enclose,,,A,
271,1,10,Лексика (подобрать синоним или определение),21,3,a word or phrase that is difficult to say quickly and correctly , mouth twister , language twister , tongue twister,,,C,
272,1,10,Лексика (подобрать синоним или определение),22,3,to stop attempting to do something , to give away , to give up , to give off,,,B,
273,1,10,Лексика (подобрать синоним или определение),23,3,a British word ‘pavement’ in American English , sidewalk , side line , side street,,,A,
274,1,10,Лексика (подобрать синоним или определение),24,3,“Hang about” means: , wait for a short time , end a phone call and put down the receiver , spend time at a place doing nothing,,,C,
275,1,10,Лексика (подобрать синоним или определение),25,3,The idiom “to buy a pig in a poke” means: , not to find what one was looking for , to buy something one has not seen before , to be lucky ,,,B,
276,2,1,Фразовые глаголы,1,3,We were … when we saw her so unexpectedly. , barged in , caught on , taken aback ,,,C,
277,2,1,Фразовые глаголы,2,3,I try to be on friendly terms with everyone but it’s difficult to … some of my neighbours. , catch on with , get on with , get by ,,,B,
278,2,1,Фразовые глаголы,3,3,Have you got any pills releasing pain? I’ve got a headache … . , catching on , coming on , winding up ,,,B,
279,2,1,Фразовые глаголы,4,3,Have you seen those twins? It’s really hard to … them apart. , tell , take , make ,,,A,
280,2,1,Фразовые глаголы,5,3,I don’t approve of the way they try to improve the situation. I think they are … it the wrong way. , coming over , going about , taking over ,,,B,
281,2,1,Фразовые глаголы,6,3,Everybody was suddenly awaken when the alarm … off. , went , barged , shot ,,,A,
282,2,1,Фразовые глаголы,7,3,He … as a reliable partner. , puts through , comes off , turns over ,,,A,
283,2,1,Фразовые глаголы,8,3,A bike unexpectedly … in front of him and he was nearly knocked down. , shot up , got about , pulled out ,,,C,
284,2,1,Фразовые глаголы,9,3,I had to … in for the director when he went on a business trip. , move , put , stand ,,,C,
285,2,1,Фразовые глаголы,10,3,Do you think it’s possible to … a reconciliation between the neighbours? , bring about , make up , make up with ,,,A,
286,2,1,Фразовые глаголы,11,3,Some information has … so scandalous news are already in the media. , dropped in , fallen in , leaked out ,,,C,
287,2,1,Фразовые глаголы,12,3,We decided to … and find another route when a black cat crossed the road in front of us. , turn back , fall off , fall out ,,,A,
288,2,1,Фразовые глаголы,13,3,I’m sure the pain will … very soon. , die out , wear off , fall down ,,,B,
289,2,1,Фразовые глаголы,14,3,We couldn’t hear each other clearly any more as the music … . , blared out , turned up , set off ,,,A,
290,2,1,Фразовые глаголы,15,3,It was very difficult to bring him … our standpoint. , up to , round to , under ,,,B,
291,2,1,Фразовые глаголы,16,3,There were so many children going on the excursion that the principal had to … an extra bus. , give off , shoot off , lay on ,,,C,
292,2,1,Фразовые глаголы,17,3,We went for a walk as soon as the rain … . , gave away , held off , got down ,,,B,
293,2,1,Фразовые глаголы,18,3,The dog was trapped as the kennel roof … . , cracked down , butted out , caved in ,,,C,
294,2,1,Фразовые глаголы,19,3,Her winning the game came as a surprise. I wonder how she could bring it … . , out , off , round ,,,B,
295,2,1,Фразовые глаголы,20,3,The bank is planning to … the new interest rates gradually for its clients to get used to them little by little. , phase in , hand over , give for ,,,A,
296,2,1,Фразовые глаголы,21,3,A lot of people were hospitalized as the epidemic … . , flared up , lifted off , shot off ,,,A,
297,2,1,Фразовые глаголы,22,3,I must … the details not to forget anything while delivering the speech. , drag on , ebb away , jot down ,,,C,
298,2,1,Фразовые глаголы,23,3,The opponent was so persuasive that I had to … .  , fall into , climb down , come up ,,,B,
299,2,1,Фразовые глаголы,24,3,They didn’t invite you so you shouldn’t have … . , broken off , caught on , barged in ,,,C,
300,2,1,Фразовые глаголы,25,3,He is … in years but not getting wiser unfortunately. , getting on , coming off , catching up ,,,A,
301,2,2,Идиомы,1,3,“Are you OK?” “I’m feeling a bit … . , below the bar , below par , under bar ,,,B,
302,2,2,Идиомы,2,3,I’m so glad you have your essay … . , under the belt , over the belt , over the top ,,,A,
303,2,2,Идиомы,3,3,They have set their … on a 15% increase in output this year. , glances , eyes , sights ,,,C,
304,2,2,Идиомы,4,3,He took a lot of … in the press when he showed his new film. , flak , flam , flan ,,,A,
305,2,2,Идиомы,5,3,Even major companies became … in the recession. , targets , casualties , captures ,,,B,
306,2,2,Идиомы,6,3,“You shouldn’t have done it. We all can get into trouble because of it”. “It’s easy to say that … ”., in good time , well forehanded , with hindsight ,,,C,
307,2,2,Идиомы,7,3,I’m so tired of doing the same things day after day. I’m in a … I’m afraid. , rut , track , flak ,,,A,
308,2,2,Идиомы,8,3,I’ve got so many things to do! I don’t know whether I’m … . , coming in or coming out , coming up or coming down , coming or going ,,,C,
309,2,2,Идиомы,9,3,If you’re starting a business there’s no … to success. , short-route , short-cut , short-track ,,,B,
310,2,2,Идиомы,10,3,Look at the watch. Ann’s 30 minutes late. I’m afraid she got … . , side-tracked , off-tracked , out-tracked ,,,A,
311,2,2,Идиомы,11,3,Whatever he does his career doesn’t … . , take up , take off , shoot off ,,,B,
312,2,2,Идиомы,12,3,I’m afraid I don’t have any energy left. I’m … . , getting right off the rails , getting out of the stream , running out of steam ,,,C,
313,2,2,Идиомы,13,3,Sam is so unlucky! I think he’s been dealt a … hand. , lousy , crappy , scabby ,,,A,
314,2,2,Идиомы,14,3,We’re having bad times. The … are down. , bucks , chips , checks ,,,B,
315,2,2,Идиомы,15,3,I can’t believe he has been promoted! It’s obviously the luck of the … . , ballot , toss , draw ,,,C,
316,2,2,Идиомы,16,3,Why are you always late for work? Don’t you understand your position is at … ? , stake , rate , venture ,,,A,
317,2,2,Идиомы,17,3,Imagine her survive against all the … ! , jots , odds , lots ,,,B,
318,2,2,Идиомы,18,3,Now that we’ve saved enough money our trip to London is on the … . , clock , sleeves , cards ,,,C,
319,2,2,Идиомы,19,3,Their boss keeps track of everything that’s going on in the company. He runs a … ship. , tight , major , big ,,,A,
320,2,2,Идиомы,20,3,We are overburdened with work. It’s all hands on … . , deck , board , board a ship ,,,A,
321,2,2,Идиомы,21,3,If they dock wages there’s going to be a … ! , mutilation , mutiny , mutuality ,,,B,
322,2,2,Идиомы,22,3,If you want your business to be a success all your employees should … together. , push , pull , urge on ,,,B,
323,2,2,Идиомы,23,3,Can you imagine that one of the biggest supermarkets in town has broken … with the others and lowered prices significantly? , bounds , marges , ranks ,,,C,
324,2,2,Идиомы,24,3,Have you heard the news? Mr. Smith is not our boss any more. He has handed the … over to Mr. Trayler. , wand , rod , baton ,,,C,
325,2,2,Идиомы,25,3,I’ve almost finished the essay. I’m on the last … . , block , lap , straight ,,,B,
326,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",1,3,Let’s have lunch. … a snack yet? , Have you had , Did you have , Have you got ,,,A,
327,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",2,3,I … a wink last night. , haven’t slept , didn’t sleep , haven’t been sleeping ,,,B,
328,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",3,3,Shakespeare … a lot of sonnets. , has written , has been writing , wrote ,,,C,
329,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",4,3,They … to start a new advertising campaign quite early in the negotiations. , agreed , have agreed , were agreed ,,,A,
330,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",5,3,Now that we … consent concerning the main problem we can go on with the negotiations. , have achieved , achieved , have been achieving ,,,A,
331,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",6,3,Unemployment figures … substantially in recent years. , rose , had risen , have risen ,,,C,
332,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",7,3,This is the camera I … ever since I was 20. , used , have used , was using ,,,B,
333,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",8,3,This … her car for over 10 years but she has no wish to sell it. , was , has been , have been ,,,B,
334,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",9,3,She … with her parents last weekend. , has been staying , has stayed , stayed ,,,C,
335,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",10,3,According to yesterday’s TV programme scientists … a very important discovery. , have made , made , had made ,,,A,
336,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",11,3,"At the start of his career, James Francis Cameron … The Terminator. ", has shot , shot , had shot ,,,B,
337,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",12,3,He … hard to fatten the profits and says he will keep it up. , has worked , worked , was working ,,,A,
338,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",13,3,The firm … so many complaints about the new product that they decided to suspend the product release. , has been receiving , has received , received ,,,C,
339,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",14,3,We … more than 30 orders in the last 3 months. , secured , have secured , were securing ,,,B,
340,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",15,3,A great deal … since we met last. , has happened , have happened , happened ,,,A,
341,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",16,3,… haggis when you lived in Scotland? , Have you ever eaten , Have you ever been eating , Did you ever eat ,,,C,
342,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",17,3,I … trouble with the neighbours the whole of the time I lived in that district. , was having , had , have had ,,,B,
343,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",18,3,Being a historian my friend studies how people … in the past. , lived , were living , have lived ,,,A,
344,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",19,3,She … a lot this year. , travelled , has travelled , was travelling ,,,B,
345,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",20,3,"By the time she got home, the bath … . ", has been overflowing , overflowed , had overflowed ,,,C,
346,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",21,3,Taking into account the new advertising policy I’m sure next month more people … to the shop. , are going to come , are coming , will come ,,,C,
347,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",22,3,I feel terrible. I’m afraid … sick. , am going to be , ‘ll be , ‘ll be getting ,,,A,
348,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",23,3,No doubt you … a good time living in London. , ‘re going to have , ‘ll have , are to have ,,,B,
349,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности)",24,3,"I … to my friends this weekend, I’m afraid. I have to visit my parents. ", won’t be going , won’t go , shouldn’t go ,,,A,
350,2,3,"Личные формы глагола (категории времени, временной отнесенности, аспектуальности).",25,3,The danger is that the erupting volcano … all the buildings in the town. , is to destroy , is going to destroy , will destroy ,,,C,
351,2,4,Модальные глаголы + «used to»,1,3,You … allow your competitor to win the game. , don’t need to , don’t have to , must not ,,,C,
352,2,4,Модальные глаголы + «used to»,2,3,I … so much food. There’s a pile of leftovers in the fridge now. , needn’t have cooked , didn’t need to cook , didn’t have to cook ,,,A ,
353,2,4,Модальные глаголы + «used to»,3,3,"If I were you, I … it as soon as possible. ", should do , ought to do , ought to have don ,,,A,
354,2,4,Модальные глаголы + «used to»,4,3,"According to the prescription, the pills … be taken twice a day. ", ought to , should , are to ,,,B,
355,2,4,Модальные глаголы + «used to»,5,3,John isn’t at work yet. He … have stuck in a traffic jam. , should , ought to , must ,,,C,
356,2,4,Модальные глаголы + «used to»,6,3,“Do you think the supermarket is open now?” “It’s already 10 a.m. It … be open.” , ought to , should , must ,,,C,
357,2,4,Модальные глаголы + «used to»,7,3,"Sam is going abroad for 5 years. By the time he returns back to London he … his address, I’m afraid. ", will have forgotten , would have forgotten , will forget ,,,A,
358,2,4,Модальные глаголы + «used to»,8,3,"After she saw the dress in the shop-window, she … to buy it. ", would want , used to want , wanted ,,,C,
359,2,4,Модальные глаголы + «used to»,9,3,"Jackie is concerned about her health, so most mornings she … go jogging. ", will , would , used to ,,,A,
360,2,4,Модальные глаголы + «used to»,10,3,Children … misbehave however strict their parents are. , would , will , used to ,,,B,
361,2,4,Модальные глаголы + «used to»,11,3,I think I saw Thomas leaving the office. He … be at work now. , mustn’t , can’t , mightn’t ,,,C,
362,2,4,Модальные глаголы + «used to»,12,3,"Mark was free yesterday evening, so he … read a book. ", was able to , could , ought to ,,,A,
363,2,4,Модальные глаголы + «used to»,13,3,"Look at me, Dad. I … swim! ", am able to , can , may ,,,B,
364,2,4,Модальные глаголы + «used to»,14,3,Despite his being so aggressive we … come to an agreement. So we’re on good term now. , could , might , were able to ,,,C,
365,2,4,Модальные глаголы + «used to»,15,3,"Dan was preoccupied with his essay, but he … take a short break and go for a walk with us. ", was able to , could , might ,,,A,
366,2,4,Модальные глаголы + «used to»,16,3,I … see the dean. She’s called me. , must , have to , should ,,,B,
367,2,4,Модальные глаголы + «used to»,17,3,"Ann’s got some health problems, so she … take pills every 6 hours. ", is to , must , has to ,,,C,
368,2,4,Модальные глаголы + «used to»,18,3,I … see my boss. I want to talk about the possibility of my promotion. , must , have to , am to ,,,A,
369,2,4,Модальные глаголы + «used to»,19,3,You … come and stay with us for Christmas. , have to , must , are able to ,,,B,
370,2,4,Модальные глаголы + «used to»,20,3,Ann always oversleeps so her father … drive her to the office for her not to be late for work. , is to , must , has to ,,,C,
371,2,4,Модальные глаголы + «used to»,21,3,You’ve got so many friends! You … get a lot of presents each birthday. , must , have to , are to ,,,A,
372,2,4,Модальные глаголы + «used to»,22,3,You … be over 16 to taste this cocktail. , needn’t to , needn’t , don’t need to ,,,C,
373,2,4,Модальные глаголы + «used to»,23,3,Now that there is so much information in the Internet students … go to the library so often. , needn’t , don’t need to , mustn’t ,,,B,
374,2,4,Модальные глаголы + «used to»,24,3,Chris … send me an invitation. I had already been invited to the party. , ought not to , needn’t , didn’t need to ,,,C,
375,2,4,Модальные глаголы + «used to»,25,3,"To June’s surprise, last night she … go to the disco. ", could , was allowed to , had to ,,,B,
376,2,5,Неличные формы глагола,1,3,Her boss refused … the resignation employment. , her accepting , her to accept , to accept ,,,C,
377,2,5,Неличные формы глагола,2,3,Ann threatened … his parents what he had done. , to tell , him to tell , him tell ,,,A,
378,2,5,Неличные формы глагола,3,3,She arranged … abroad for the holidays. , Chris to go , for Chris to go , Chris going ,,,B,
379,2,5,Неличные формы глагола,4,3,She made her fiancé … in the garden. , wait , to wait , to be waiting ,,,A,
380,2,5,Неличные формы глагола,5,3,I had to make … with my old camera though I wanted to use a new one. , do , to do , to have don ,,,A,
381,2,5,Неличные формы глагола,6,3,I’d advise … more books in English. , to read , reading , to be reading ,,,B,
382,2,5,Неличные формы глагола,7,3,Jim encouraged … them the truth. , to tell , to be telling , telling ,,,C,
383,2,5,Неличные формы глагола,8,3,"He meant … up at 6 a.m. yesterday morning, but overslept. ", getting , to get , to have been getting ,,,B,
384,2,5,Неличные формы глагола,9,3,"If you want to treat your guests with a delicious dish, that means … cooking right now. ", to start , to be starting , starting ,,,C,
385,2,5,Неличные формы глагола,10,3,"It’s too late now, but I’ll always regret … her for help. ", asking , to ask , to have asked ,,,A,
386,2,5,Неличные формы глагола,11,3,She tried … the new pills to see if the headache ceases. , to take , taking , to be taking ,,,B,
387,2,5,Неличные формы глагола,12,3,"The cook tried … spices, but the taste of the dish didn’t improve. ", to add , to have added , adding ,,,C,
388,2,5,Неличные формы глагола,13,3,"Although nobody showed any interest in the subject, he went on … about ancient Greeks. ", talking , to be talking , to talk ,,,A,
389,2,5,Неличные формы глагола,14,3,Dr. Smith welcomed everyone and went on … the students about the Great Vowel Shift. , to tell , telling , his telling ,,,A,
390,2,5,Неличные формы глагола,15,3,We regret … you that your order can’t be delivered tonight. , notifying , to notify , having notified ,,,B,
391,2,5,Неличные формы глагола,16,3,Did you remember … Tom about our arrival before coming to the airport? , telling , to tell , to have told ,,,B,
392,2,5,Неличные формы глагола,17,3,Remember … some cucumbers on the way home or we won’t have any cucumber sandwiches tonight. , buying , to be buying , to buy ,,,C,
393,2,5,Неличные формы глагола,18,3,Now I regret … him with me. , to have invited , to have been inviting , having invited ,,,C,
394,2,5,Неличные формы глагола,19,3,She resented Dan … the game. , winning , to win , to have won ,,,A,
395,2,5,Неличные формы глагола,20,3,Last night I saw him … out of the window. , jumping , jump , having jumped ,,,B,
396,2,5,Неличные формы глагола,21,3,Once I noticed him … a ring. , stealing , to steal , steal ,,,C,
397,2,5,Неличные формы глагола,22,3,He consented … them at the airport. , to meet , her to meet , her to be meeting ,,,A,
398,2,5,Неличные формы глагола,23,3,As he wanted them to leave him alone he made … that he was preoccupied with his new novel. , us believe , us to believe , believe ,,,C,
399,2,5,Неличные формы глагола,24,3,They stopped … about Jim as soon as he entered the room. , gossiping , to gossip , to have been gossiping ,,,A,
400,2,5,Неличные формы глагола,25,3,"When all the vegetables were chopped, she went on … sauce for the salad. ", making , to make , to be making ,,,B,
401,2,6,Артикли,1,3,The prize was given to … poet Adam Smith. , a , the , no article ,,,B,
402,2,6,Артикли,2,3,He was promoted to the position of … Director of Personnel. , a , the , no article ,,,C,
403,2,6,Артикли,3,3,He was proposed the post of … Head of Department. , a , the , no article ,,,C,
404,2,6,Артикли,4,3,I’m afraid … international market is too small for these two huge companies. , an , the , no article ,,,B,
405,2,6,Артикли,5,3,In … jet age one must be more active! , a , the , no article ,,,B,
406,2,6,Артикли,6,3,Do you like working in … travel industry? , the , a , no article ,,,A,
407,2,6,Артикли,7,3,I don’t have any respect for those involved in …. arms trade. , the , an , no article ,,,A,
408,2,6,Артикли,8,3,"When I saw her, she was sitting in the garden listening to … wind whistling in the reeds. ", the , a , no article ,,,A,
409,2,6,Артикли,9,3,The snow began to melt as … warm wind came from the South. , no article , the , a ,,,C,
410,2,6,Артикли,10,3,June dreamt of … future where everybody could be happy. , no article , the , a ,,,C,
411,2,6,Артикли,11,3,Our mission is to explain … public how important it is to be more tolerant. , the , a , no article ,,,A,
412,2,6,Артикли,12,3,It’s … most important issue. We’d better add it to the list of topics we’re to discuss in the course of our negotiations. , no article , a , the ,,,B,
413,2,6,Артикли,13,3,This dictionary will surely help students learn … meaning of new words more rapidly. , no article , a , the ,,,C,
414,2,6,Артикли,14,3,China has … rapidly expanding population. , the , a , no article ,,,B,
415,2,6,Артикли,15,3,Students should understand how … business works. , the , a , no article ,,,C,
416,2,6,Артикли,16,3,Do you think … printing business is profitable? , the , a , no article ,,,A,
417,2,6,Артикли,17,3,Computers are nowadays found in both … . , home and office , a home and an office , the home and the office ,,,C,
418,2,6,Артикли,18,3,Linguists know that … printing machine influenced history of the English language. , no article , the , a ,,,B,
419,2,6,Артикли,19,3,… is a person or company that builds things. , Builder , The builder , A builder ,,,C,
420,2,6,Артикли,20,3,Have you seen that film where … brilliant actor Harrison Ford is starring? , no article , the , a ,,,B,
421,2,6,Артикли,21,3,There’s … Mr. Smith on the phone. I don’t know him. Do you know him? , no article , the , a ,,,C,
422,2,6,Артикли,22,3,Margaret is in … hospital now. There’s something wrong with her liver. , no article , the , a ,,,A,
423,2,6,Артикли,23,3,She works as a scrubwoman at … university. , the , a , no article ,,,B,
424,2,6,Артикли,24,3,That was … summer I’ll remember ever after. , no article , the , a ,,,C,
425,2,6,Артикли,25,3,We’re having … dinner to welcome our foreign guests. , a , the , no article ,,,A,
426,2,7,Пассив и условное наклонение,1,3,Derek was … calling Susan at midnight. , recalled , remembered , heard ,,,C,
427,2,7,Пассив и условное наклонение,2,3,Frank was … to be at the party. , needed , meant , preferred ,,,B,
428,2,7,Пассив и условное наклонение,3,3,Joan resented … to make cocktails for everybody at the party. , being asked , asking , having asked ,,,A,
429,2,7,Пассив и условное наклонение,4,3,It is … that the minister is coming to the meeting. , told , reminded , reported ,,,C,
430,2,7,Пассив и условное наклонение,5,3,It was … that the meeting could be held at 10 a.m. , warned , agreed , reassured ,,,B,
431,2,7,Пассив и условное наклонение,6,3,The ball was … to be gorgeous. , announced , expected , mentioned ,,,B,
432,2,7,Пассив и условное наклонение,7,3,"If Patrick … a chance of success, he would start a business in Paris. But he hasn’t got any. ", were to have , has had , had had ,,,A,
433,2,7,Пассив и условное наклонение,8,3,"If he … how to deal with this, he would help us. ", was to understand , were to understand , understood ,,,C,
434,2,7,Пассив и условное наклонение,9,3,"… for Sandra, I wouldn’t go to the theatre this time. ", Were it not , If it hadn’t been, Had it not been ,,,A,
435,2,7,Пассив и условное наклонение,10,3,Bob’s a true friend. … we wouldn’t have started a business. ," If he had helped us, "," If it wasn’t for him, "," But for his help, ",,,C,
436,2,7,Пассив и условное наклонение,11,3,Draw the drapes if it … you to sleep. , will help , helped , help ,,,A,
437,2,7,Пассив и условное наклонение,12,3,"Dear colleagues, … your seats, we can start our negotiations.", if you had taken , if you will take , but for your taking ,,,B,
438,2,7,Пассив и условное наклонение,13,3,"If the Black Sea …, we could skate on it in winter. ", froze , happened to freeze , should happen to freeze ,,,A,
439,2,7,Пассив и условное наклонение,14,3,"If you … to the moon next weekend, don’t forget to send me a postcard. ", happened to go , should happen to go , went ,,,C,
440,2,7,Пассив и условное наклонение,15,3,"We’ll go to the beach, … . ", unless it rains , unless it would rain , were it not for the rain ,,,A,
441,2,7,Пассив и условное наклонение,16,3,"…, she would have won the competition. ", Was it not for her turning her ankle , If she hadn’t turned her ankle , Unless she had turned her ankle ,,,B,
442,2,7,Пассив и условное наклонение,17,3,I didn’t know … or not Cathy was going to the theatre with us. , if , whether , provided ,,,B,
443,2,7,Пассив и условное наклонение,18,3,"…, the flowers will wither. ", If it wasn’t for the rain , But for the rain , Unless it rains ,,,C,
444,2,7,Пассив и условное наклонение,19,3,"… for her, I wouldn’t have visited Rome. ", If it hadn’t been , Unless it had been , Were it not ,,,A,
445,2,7,Пассив и условное наклонение,20,3,She’ll be sorry … for the job. , unless she applies , if she doesn’t apply , if she wouldn’t apply ,,,B,
446,2,7,Пассив и условное наклонение,21,3,I must hurry to the airport right now not to be late for the plane – … me a lift. , but for your giving , if you don’t want to give , unless you want to give ,,,C,
447,2,7,Пассив и условное наклонение,22,3,He wouldn’t have missed the party … ill. , if he hadn’t been , unless he had been , was it not for his being ,,,A,
448,2,7,Пассив и условное наклонение,23,3,What will you watch tonight … for a walk? , unless you go , if you don’t go , if you wouldn’t go ,,,B,
449,2,7,Пассив и условное наклонение,24,3,There is some question as to ... we should invite her to the party. , if , if or not , whether ,,,C,
450,2,7,Пассив и условное наклонение,25,3,Don couldn’t make up his mind about … his friends were pulling his leg. , if , whether , if or not ,,,B,
451,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",1,3,Living in Scotland they have … adapted to constant rains. , become , got , turned ,,,A,
452,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",2,3,She … fifty last month. , went , turned , got ,,,B,
453,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",3,3,He eventually … like the way she danced. , became to , grew to , came ,,,B,
454,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",4,3,The grass seemed … faster after the rain. , to be growing , growing , to have been growing ,,,A,
455,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",5,3,He had serious problems with his lungs but eventually appeared … . , recovering , to have been recovering , to be recovering ,,,C,
456,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",6,3,It’s already midnight but the children still seem … . , awake , being awake , to be awake ,,,C,
457,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",7,3,Carol entered the house which at first … completely empty. , seemed to be , seemed , seemed being ,,,A,
458,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",8,3,"Although she was the youngest in the class, she soon …. recognised as the best student. ", got , became , grew ,,,B,
459,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",9,3,"When he focused his telescope, the star … visible. ", turned , got , became ,,,C,
460,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",10,3,Norma … really excited when she saw the puppy. , got , became , turned ,,,A,
461,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",11,3,After the blood-stroke his speech … unintelligible. , got , became , turned ,,,B,
462,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",12,3,He … bald before he was forty. , turned , got , went ,,,C,
463,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",13,3,"When Sheila picked up the phone, the line … dead. ", got , turned , went ,,,C,
464,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",14,3,The book … missing when Dave left the room. , got , went , turned ,,,B,
465,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",15,3,"When Ronaldo shot a goal, football fans … with excitement. ", went , turned , got ,,,A,
466,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",16,3,By the age of forty Alice gradually … to resemble her mother. , came , got , went ,,,A,
